tier,path,mtime_utc,size_bytes,sha256
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id0.npy,2026-04-13T02:50:25.261417+00:00,43688,f0b8d8bc3cf4e0f19f341d40ead7803187c266094fb1d4319aae922c72072509
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id10.npy,2026-04-13T02:50:25.265417+00:00,63928,c71731c3c43ccde256c13edf7a87c87699e24adbf271e778506afab0db5e8416
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id12.npy,2026-04-13T02:50:25.265417+00:00,53808,658859f9e4a5beb2c5a868bca1b0d48a7d0908de9dbd3884e99903c90da0d8ed
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id15.npy,2026-04-13T02:50:25.265417+00:00,39288,39e719c6872ddebdb2fbd4d45729db86e59186d3598122f97d26a7aba2f7d7f6
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id2.npy,2026-04-13T02:50:25.261417+00:00,30488,dab94b488a56888a8cdfa49adaa83e8c691694335a4b6c8c224988f47d960097
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id21.npy,2026-04-13T02:50:25.265417+00:00,34888,91807716f534e7e949e7f53102669e1fd0f4acb14146c71420da80896054b661
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id25.npy,2026-04-13T02:50:25.269417+00:00,41488,0638d123c724c601fa4b724bc34c8c73656aff51531fe616934e31c2f5a579de
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id31.npy,2026-04-13T02:50:25.269417+00:00,27848,e7c8f21b66a4e7e789589b887df645568593ce0da98a64019b3bae317be12335
0,/home/sogang/jaehoon/tier0/acting in play/1YkVezfbOPI_000144_000154/lma_features_id8.npy,2026-04-13T02:50:25.261417+00:00,74048,409277cb582c01ea8f67b1d2aa386e679c926eb44bab1774bced8ff0fd9e0ff5
0,/home/sogang/jaehoon/tier0/acting in play/24Au7NKuL8w_000642_000652/lma_features_id0.npy,2026-04-13T02:50:25.349419+00:00,52928,ffed29cf2868e662dce4f735f6f1432e10474ee156aca1577f709564201ed357
0,/home/sogang/jaehoon/tier0/acting in play/25QcYpYCu4Q_000408_000418/lma_features_id0.npy,2026-04-13T02:50:25.525421+00:00,38848,8c30e23b33ceafff33f61577998e35e3a077a0fc23ff170375757a38a96f092a
0,/home/sogang/jaehoon/tier0/acting in play/25QcYpYCu4Q_000408_000418/lma_features_id1.npy,2026-04-13T02:50:25.525421+00:00,37968,24615bb0ddd5cc85f6be394e4180b277e03bae8db835e7283996a224a7590afe
0,/home/sogang/jaehoon/tier0/acting in play/25QcYpYCu4Q_000408_000418/lma_features_id6.npy,2026-04-13T02:50:25.529422+00:00,40168,5cfc3e9465179fbad2b02a934bea24bf62d01aedb6abb1bf7086c69ff903f188
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id0.npy,2026-04-13T02:50:26.845443+00:00,33568,398cc46b51af3a78d58e23a337d96f6c0b6367b222f909d37fc30db9e518b35f
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id1.npy,2026-04-13T02:50:26.845443+00:00,127288,4447651a5dfea1f79cc7189a68fc442dc0a1aeb976e410aad25db1d4778d8648
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id106.npy,2026-04-13T02:50:26.865443+00:00,52928,acba10484fc0a43d1f4ec34a9782c0c80881e2f38a05ef74d16df4ba60b5b3fe
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id117.npy,2026-04-13T02:50:26.865443+00:00,38408,6fc45e85892e8127101d48685ba3e39bfca182c07c0cebd8420a2f5c08aac152
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id12.npy,2026-04-13T02:50:26.857443+00:00,52488,a6411f41a676b67f27acbd27bb8b6686c05489cf3debc6ed6fdf0004b0a6045e
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id4.npy,2026-04-13T02:50:26.849443+00:00,127288,51d96813afc5770ba846b1b5ba1baa5928c9843de2b8d83e2b5ec1e0f93d47d1
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id50.npy,2026-04-13T02:50:26.857443+00:00,94288,33ce43002ea4275459e70da1cb690b80be63a3c77e7fa75faffb71e2af89456a
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id6.npy,2026-04-13T02:50:26.853443+00:00,96928,71addb046b0cc88433c8061b7c5e1dcdd51611cadd911c66b7fe410a17294fe3
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id7.npy,2026-04-13T02:50:26.853443+00:00,34008,deb6375e32402b3b06d9b36b0af42ff224e02d37a6478d0fbdcea40a589a0a60
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id76.npy,2026-04-13T02:50:26.861443+00:00,81528,20e78f006f6a915233d6818ee33a137e00a510eecff3365ba2f72d5877447a59
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id86.npy,2026-04-13T02:50:26.861443+00:00,41488,251ffa8396cd875d8cb5b4ea1a3c08236e648b294a35dc341d2ae57a21b3646e
0,/home/sogang/jaehoon/tier0/acting in play/2DvHNcaIquU_000490_000500/lma_features_id9.npy,2026-04-13T02:50:26.853443+00:00,127288,f1d4bee3dcd5b0c37b786ecd1bc5035b86f6e5f4e49d545339333adc74a94e72
0,/home/sogang/jaehoon/tier0/acting in play/2FIZUZ-usDA_000053_000063/lma_features_id19.npy,2026-04-13T02:50:27.453453+00:00,87248,2469c6555b6f2a451bfbbf5796b7200b5c3654b2acae8814f6069cddf5b10bc8
0,/home/sogang/jaehoon/tier0/acting in play/2FIZUZ-usDA_000053_000063/lma_features_id20.npy,2026-04-13T02:50:27.457453+00:00,87248,1fb16fd8a8b236b7e7b8ce86e6b35f12b44f41cb4c61a3db47ea0010db12e453
0,/home/sogang/jaehoon/tier0/acting in play/2FIZUZ-usDA_000053_000063/lma_features_id21.npy,2026-04-13T02:50:27.457453+00:00,87248,610972fc6a15e9b6656e1945133178067861e6a9d5f79c9bec0173eace7583e2
0,/home/sogang/jaehoon/tier0/acting in play/2Fa9koL1B3M_000269_000279/lma_features_id3.npy,2026-04-13T02:50:27.069447+00:00,61728,5cb53d0be335036a5819802d81a38699a3c566eef530e761bc60051c67d50fb1
0,/home/sogang/jaehoon/tier0/acting in play/2Fa9koL1B3M_000269_000279/lma_features_id5.npy,2026-04-13T02:50:27.073447+00:00,41928,9a283b0e70171db7a1838040a2aaa27524524b9c8ecc3fe673e92ba212d02dc6
0,/home/sogang/jaehoon/tier0/acting in play/2Fa9koL1B3M_000269_000279/lma_features_id6.npy,2026-04-13T02:50:27.073447+00:00,33568,881a02a30eca1da881271181a27fd9e36421a09fbb428939efcc74b42b87d4fa
0,/home/sogang/jaehoon/tier0/acting in play/2JfQB740Ivg_000545_000555/lma_features_id0.npy,2026-04-13T02:50:27.613455+00:00,65688,fe7f4f6030a04e56055cc7565ae1694cc345c3f53fd3af24689b52ad96b49dc3
0,/home/sogang/jaehoon/tier0/acting in play/2JfQB740Ivg_000545_000555/lma_features_id2.npy,2026-04-13T02:50:27.613455+00:00,36648,55170f4d80e8ef49ea7827ee907be0f64116c69fe24ac8b417440bf0f8d8c695
0,/home/sogang/jaehoon/tier0/acting in play/2Nnm9NThgAw_000089_000099/lma_features_id1.npy,2026-04-13T02:50:28.329467+00:00,85928,87957aa7ecd4de1d4da36060546d55f28ad9ba21ff23de42b42f66ed2c95c549
0,/home/sogang/jaehoon/tier0/acting in play/2PpiXvADRi0_000030_000040/lma_features_id0.npy,2026-04-13T02:50:29.181481+00:00,132128,3b680d9ea7941664d7f194329d8afd895cb0ff561d5579a4317f07992f05c90f
0,/home/sogang/jaehoon/tier0/acting in play/2PpiXvADRi0_000030_000040/lma_features_id2.npy,2026-04-13T02:50:29.185481+00:00,60408,06aca0cf5ec6cf1db6208d781a944c4ce4b112dbbf00e5bd785b07df737434b1
0,/home/sogang/jaehoon/tier0/acting in play/2PpiXvADRi0_000030_000040/lma_features_id38.npy,2026-04-13T02:50:29.185481+00:00,47208,f184e3cdd52b60c45333a905098cff841ea3e0c1068031a432adf8cba6d56dfe
0,/home/sogang/jaehoon/tier0/acting in play/2PpiXvADRi0_000030_000040/lma_features_id39.npy,2026-04-13T02:50:29.189481+00:00,43248,f0d9f05ac6bbda391db4fdd4460bfb78b62647d9695a8723ba521bb92dcf0441
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id0.npy,2026-04-13T02:50:28.193465+00:00,105728,8da713b0fff9bca308b8e1f608df3bf22645e81b09777e6af95e6d22865de05b
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id1.npy,2026-04-13T02:50:28.193465+00:00,34448,84af593196e5610a9d2e752d51454104b201807b3fedb9f3df1c6ebf68f3e9c0
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id2.npy,2026-04-13T02:50:28.197465+00:00,105728,a8c61a36cade8933ecdd91d3337f4d454ab7aee74dcb43892695ab7ea3f4d05b
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id21.npy,2026-04-13T02:50:28.197465+00:00,71848,8eef282b4d7b4e72805d04c0189d62adfff0e30ac42af0a7603076fe6a11f125
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id25.npy,2026-04-13T02:50:28.201465+00:00,43248,f6b3af2cabe092b6bca94d6283eb6a9d3d663f67db1c087ca5d6638911926fe1
0,/home/sogang/jaehoon/tier0/acting in play/2kxWd4Y-96w_000186_000196/lma_features_id3.npy,2026-04-13T02:50:28.197465+00:00,36208,325aafd3ccb979f28650021182fd35c13b34bdf9a3a48202b0ecba396d65ce48
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id23.npy,2026-04-13T02:50:28.761474+00:00,35768,78e643492ffbd006cb1896573841c957ad47e846765ba875f82205e6aeea322d
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id31.npy,2026-04-13T02:50:28.761474+00:00,36208,76e155acf90d351c719253467bc71d66775a60111c67a1e74c0294d42ed6a69f
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id42.npy,2026-04-13T02:50:28.765474+00:00,48088,51e7886d5e0e1146be4c0f70c5f8ca0d23cf6c48ee397c0f7279b3e9aa6432d0
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id46.npy,2026-04-13T02:50:28.765474+00:00,80648,341a5eeaf404e8552319ae3798304d9392338814c31d9a8d07202cd84085795c
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id70.npy,2026-04-13T02:50:28.765474+00:00,50728,e109268371d61bcef25ba68b4127a0e09b782114bc22642f78dd6edf626204eb
0,/home/sogang/jaehoon/tier0/acting in play/2olXDpqulfA_000000_000010/lma_features_id79.npy,2026-04-13T02:50:28.769474+00:00,43248,4a0b96c956e6ac09a3eec7bce074e540a189980b4572da210f214902630806ba
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id1.npy,2026-04-13T02:50:29.981494+00:00,132128,f23cbc0a98c54e4091af291d75fc67f0e99e2de04d3e859e43877c1cee28f3f9
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id17.npy,2026-04-13T02:50:29.989494+00:00,111008,4ce31f22899809246eae20391176c594b2e563acb8f0c488e3b4b98e11326b3f
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id2.npy,2026-04-13T02:50:29.985494+00:00,132128,4dd62d2c074d4c0310db11a4f144b9d170eaf32c456017b649831d9d91b402f2
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id23.npy,2026-04-13T02:50:29.989494+00:00,94728,01448c5b32042acadf563bb0353595196f04d209ce79f7cbe80852fccf8f4c4f
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id29.npy,2026-04-13T02:50:29.993494+00:00,39728,efbb5598c6106c450f5068034e6d7f3690e7a5c8eec2311b2ac307a40983231d
0,/home/sogang/jaehoon/tier0/acting in play/2rHJiJxckEg_000343_000353/lma_features_id36.npy,2026-04-13T02:50:29.993494+00:00,34888,113a69aeb8976e5a36a15662f84c44ac1d6b963dc372dde7d5b3e0ae1e52b966
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id0.npy,2026-04-13T02:50:30.669505+00:00,78008,ce291398a7ddee38732d3e0cb5dac897574697b6f3bfea8b50a9ea99f9507969
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id1.npy,2026-04-13T02:50:30.669505+00:00,35768,d31ae9d696965ee41ad6608c6ae7a1d294ab9ac98032411b6aa226c189356743
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id10.npy,2026-04-13T02:50:30.677505+00:00,41488,0f9625bd1624ffb5c1e899f31e5434b817016de7365043aa9a4750d802eb0a6e
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id2.npy,2026-04-13T02:50:30.669505+00:00,78008,35428e3a52a7acab71beba65a53c07972bb6dd8c80c4e373a83a416be12b3c8f
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id3.npy,2026-04-13T02:50:30.673505+00:00,78008,2d4969e1b43886ad6f657bcf9b2a8121a62168943fb3508765e61297bd509a77
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id4.npy,2026-04-13T02:50:30.673505+00:00,77568,bab12a43bcb19bc5f39a45453df41c3991871cbf412097d5ccbd5befb629a5ca
0,/home/sogang/jaehoon/tier0/acting in play/39-4ecMa-3g_000780_000790/lma_features_id6.npy,2026-04-13T02:50:30.677505+00:00,76688,6cc6dc5e5ef44119f7f507b432d1a3cb10deaf1eebc70603f3bc0de4c022a1be
0,/home/sogang/jaehoon/tier0/acting in play/3Ctm86kWL9M_000000_000010/lma_features_id0.npy,2026-04-13T02:50:31.005511+00:00,82848,6ed37a4073e3af502d3d0574530cd4560f38a3054510ae6b2b15f15796556ae3
0,/home/sogang/jaehoon/tier0/acting in play/3Ctm86kWL9M_000000_000010/lma_features_id5.npy,2026-04-13T02:50:31.005511+00:00,40168,4728c008a19fe8406fa5b10479d9e6a46551f93e48663a50d8e357e879fb7b3d
0,/home/sogang/jaehoon/tier0/acting in play/3Ctm86kWL9M_000000_000010/lma_features_id6.npy,2026-04-13T02:50:31.009511+00:00,60408,8818f3cb1f5ebc5dcbc88c608779c5eed2d2f864770ed3be69e7ef216faffcb8
0,/home/sogang/jaehoon/tier0/acting in play/3DiUQ9rt5yg_000154_000164/lma_features_id0.npy,2026-04-13T02:50:31.205514+00:00,132128,fe352fc4eccdc0de7ac512ed963115c982a2f7c90800c9226ed6851a238289f7
0,/home/sogang/jaehoon/tier0/acting in play/3JpyQLUE5n8_000145_000155/lma_features_id0.npy,2026-04-13T02:50:31.581520+00:00,105728,8f11d13f4be159afe5a84ee8887910fd748a828ac33829f95fb9c5028b75f892
0,/home/sogang/jaehoon/tier0/acting in play/3JpyQLUE5n8_000145_000155/lma_features_id1.npy,2026-04-13T02:50:31.585520+00:00,56008,7436bf748b45c275d7be315c777a36f425e2f53641d96be79d40a8cd28552ef9
0,/home/sogang/jaehoon/tier0/acting in play/3KpiJhYnNgA_000964_000974/lma_features_id0.npy,2026-04-13T02:50:31.841524+00:00,34888,9be7e234381e99c661b09bfd68951c7b1798af54c514a12bb5a9cd36f935d043
0,/home/sogang/jaehoon/tier0/acting in play/3KpiJhYnNgA_000964_000974/lma_features_id1.npy,2026-04-13T02:50:31.841524+00:00,64368,877dfcc6a97f133347d5c0d0b8a7b2b81a160c9996ddf868682d5251c9a1cb5c
0,/home/sogang/jaehoon/tier0/acting in play/3KpiJhYnNgA_000964_000974/lma_features_id11.npy,2026-04-13T02:50:31.845524+00:00,72288,860cc75b41e7544f3b1ed6ab23a818e75af76a34d0f9f60709b56ce632660349
0,/home/sogang/jaehoon/tier0/acting in play/3ZJC-XH471g_000073_000083/lma_features_id33.npy,2026-04-13T02:50:31.993526+00:00,47208,922f984ada5bae8ce14054a1c100ae05fd7a83402ee8af20e7c4c54bc736d5c9
0,/home/sogang/jaehoon/tier0/acting in play/3c1cEBe86OI_000145_000155/lma_features_id2.npy,2026-04-13T02:50:30.737506+00:00,36648,4d6aad2884a056306bc13ffc95f0c61bb7c5bbf72ecb9d71403bfba53cfab5b2
0,/home/sogang/jaehoon/tier0/acting in play/3fNo1qOOIzQ_000000_000010/lma_features_id0.npy,2026-04-13T02:50:31.341516+00:00,38848,7b8d55fe1d35c7bd3bb76794687bc391bf386daaeb5454e1757ec56d98f25306
0,/home/sogang/jaehoon/tier0/acting in play/3fNo1qOOIzQ_000000_000010/lma_features_id20.npy,2026-04-13T02:50:31.345516+00:00,53808,7b7345f73a036618d9c02ff5ee1bd84581599e03cb883e6d53b7bac4356c85e1
0,/home/sogang/jaehoon/tier0/acting in play/3olQYrd9_FY_000000_000010/lma_features_id58.npy,2026-04-13T02:50:31.921525+00:00,48088,dfcbe8783dc4975f9170cc08d763bb33d2c55f16173047deb01f2a90b1b31e3e
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id0.npy,2026-04-13T02:50:33.101545+00:00,105728,dedc098aa26801bfabb0fa4fc005b936ab855b1d58663fde8c3843b08e29cd52
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id1.npy,2026-04-13T02:50:33.105545+00:00,132128,fd466f4cb572b2c8f4275360708da63c3b533a7697694024a872336d973fd157
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id2.npy,2026-04-13T02:50:33.109545+00:00,132128,9c83b2b5cdb21810098a2ab193501ce0563a59d3502e98cfdd4b68cc0369f438
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id3.npy,2026-04-13T02:50:33.109545+00:00,132128,0f47fcfbbc3ee350892705203fc6c95886339a6094f3a9c8ac399d325fba4f77
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id4.npy,2026-04-13T02:50:33.113545+00:00,132128,3fb2019b474681e0e07e303896b7cb2d7a44d7efb6fd3e1158a8334e11b102b3
0,/home/sogang/jaehoon/tier0/acting in play/425YFK24Cb0_000039_000049/lma_features_id5.npy,2026-04-13T02:50:33.117545+00:00,132128,9e02bd801ac891795fe5e2176263997808dc4e1caed2c866fa4076ed1479964b
